reference,doi_link,catalyst_name,catalyst_composition_available,starting_material_active_1,active_comp_1,active_1_percent,starting_material_2,active_comp_2,active_2_percent,support_comp_1,support_1_percent,support_comp_2,support_2_percent,catalyst_surface_area_m2_g,mean_pore_diameter_nm,temperature_k,pressure_bar,pH2_pCO2_ratio,GHSV_nlph_gcat,catalyst_load_g,CO2_conversion,selectivity_CH3OH,yield_CH3OH,STY_g_per_gcath
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,20%ZnO-ZrO2,Yes,ZnO,Zn,20,ZrO2,ZrO2,80,NA,NA,NA,NA,NA,NA,593,50,3,24.00,0.1,9.9,83.8,8.30,0.6630
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,25%ZnO-ZrO2,Yes,ZnO,Zn,25,ZrO2,ZrO2,75,NA,NA,NA,NA,NA,NA,593,50,3,24.00,0.1,9.2,82.7,7.61,0.6081
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,30%ZnO-ZrO2,Yes,ZnO,Zn,30,ZrO2,ZrO2,70,NA,NA,NA,NA,NA,NA,593,50,3,24.00,0.1,8.6,81.9,7.04,0.5629
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,33%ZnO-ZrO2,Yes,ZnO,Zn,33,ZrO2,ZrO2,67,NA,NA,NA,NA,NA,NA,593,50,3,24.00,0.1,7.8,80,6.24,0.4987
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,38%ZnO-ZrO2,Yes,ZnO,Zn,38,ZrO2,ZrO2,62,NA,NA,NA,NA,NA,NA,593,50,3,24.00,0.1,6.9,76.2,5.26,0.4202
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,50%ZnO-ZrO2,Yes,ZnO,Zn,50,ZrO2,ZrO2,50,NA,NA,NA,NA,NA,NA,593,50,3,24.00,0.1,4.6,71.9,3.31,0.2643
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,67%ZnO-ZrO2,Yes,ZnO,Zn,67,ZrO2,ZrO2,33,NA,NA,NA,NA,NA,NA,593,50,3,24.00,0.1,3.1,63.1,1.96,0.1563
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,80%ZnO-ZrO2,Yes,ZnO,Zn,80,ZrO2,ZrO2,20,NA,NA,NA,NA,NA,NA,593,50,3,24.00,0.1,2.6,50,1.30,0.1039
Wang et al. (2017),https://doi.org/10.1126/sciadv.1701290,ZnO,Yes,ZnO,Zn,100,NA,NA,NA,NA,NA,NA,NA,12.1,NA,593,50,3,24.00,0.1,2.2,26.2,0.58,0.0461
Wang et al. (2017b),https://doi.org/10.1039/C6RA28305E,CZ-350,Yes,CuO,Cu,50,NA,NA,NA,ZrO2,50,NA,NA,56.8,NA,493,30,3.1,6.20,1,4.6,41.3,1.8998,0.0383
Wang et al. (2017b),https://doi.org/10.1039/C6RA28305E,CZ-450,Yes,CuO,Cu,50,NA,NA,NA,ZrO2,50,NA,NA,48.4,NA,493,30,3.1,6.20,1,4.2,53.9,2.2638,0.0456
Wang et al. (2017b),https://doi.org/10.1039/C6RA28305E,CZ-550,Yes,CuO,Cu,50,NA,NA,NA,ZrO2,50,NA,NA,41.9,NA,493,30,3.1,6.20,1,2.3,56.4,1.2972,0.0261
Wang et al. (2017b),https://doi.org/10.1039/C6RA28305E,CZ-650,Yes,CuO,Cu,50,NA,NA,NA,ZrO2,50,NA,NA,34.3,NA,493,30,3.1,6.20,1,1.1,32.9,0.3619,0.0073
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111105,2% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,3.6,NA,NA,NA,CeO2,38.6,ZrO2,57.8,95.9,5.40,473,30,3,NA,0.5,1.2,14.6,0.1752,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111105,2% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,3.6,NA,NA,NA,CeO2,38.6,ZrO2,57.8,95.9,5.40,493,30,3,NA,0.5,2,12.7,0.254,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111105,2% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,3.6,NA,NA,NA,CeO2,38.6,ZrO2,57.8,95.9,5.40,513,30,3,NA,0.5,2.7,13.3,0.3591,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111105,2% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,3.6,NA,NA,NA,CeO2,38.6,ZrO2,57.8,95.9,5.40,533,30,3,NA,0.5,3.1,12.2,0.3782,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111105,2% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,3.6,NA,NA,NA,CeO2,38.6,ZrO2,57.8,95.9,5.40,553,30,3,NA,0.5,4.7,9.9,0.4653,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111105,2% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,3.6,NA,NA,NA,CeO2,38.6,ZrO2,57.8,95.9,5.40,573,30,3,NA,0.5,6.5,3.6,0.234,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111106,5% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,8.6,NA,NA,NA,CeO2,36.5,ZrO2,54.9,75.9,6.90,473,30,3,NA,0.5,1.8,64.6,1.1628,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111106,5% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,8.6,NA,NA,NA,CeO2,36.5,ZrO2,54.9,75.9,6.90,493,30,3,NA,0.5,2.4,60.5,1.452,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111106,5% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,8.6,NA,NA,NA,CeO2,36.5,ZrO2,54.9,75.9,6.90,513,30,3,NA,0.5,3.5,55.5,1.9425,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111106,5% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,8.6,NA,NA,NA,CeO2,36.5,ZrO2,54.9,75.9,6.90,533,30,3,NA,0.5,5,53.3,2.665,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111106,5% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,8.6,NA,NA,NA,CeO2,36.5,ZrO2,54.9,75.9,6.90,553,30,3,NA,0.5,5.5,14.4,0.792,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111106,5% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,8.6,NA,NA,NA,CeO2,36.5,ZrO2,54.9,75.9,6.90,573,30,3,NA,0.5,6.8,5.8,0.3944,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111107,15% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,24,NA,NA,NA,CeO2,30.4,ZrO2,45.6,70.3,7.40,473,30,3,NA,0.5,2.6,82,2.132,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111107,15% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,24,NA,NA,NA,CeO2,30.4,ZrO2,45.6,70.3,7.40,493,30,3,NA,0.5,3.2,73,2.336,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111107,15% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,24,NA,NA,NA,CeO2,30.4,ZrO2,45.6,70.3,7.40,513,30,3,NA,0.5,4.3,67.7,2.9111,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111107,15% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,24,NA,NA,NA,CeO2,30.4,ZrO2,45.6,70.3,7.40,533,30,3,NA,0.5,5.7,60.5,3.4485,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111107,15% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,24,NA,NA,NA,CeO2,30.4,ZrO2,45.6,70.3,7.40,553,30,3,NA,0.5,7.2,22.1,1.5912,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111107,15% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,24,NA,NA,NA,CeO2,30.4,ZrO2,45.6,70.3,7.40,573,30,3,NA,0.5,8.7,6.1,0.5307,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111108,25% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,37.4,NA,NA,NA,CeO2,25,ZrO2,37.6,60.9,9.20,473,30,3,NA,0.5,4.2,84.3,3.5406,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111108,25% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,37.4,NA,NA,NA,CeO2,25,ZrO2,37.6,60.9,9.20,493,30,3,NA,0.5,5.7,75.7,4.3149,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111108,25% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,37.4,NA,NA,NA,CeO2,25,ZrO2,37.6,60.9,9.20,513,30,3,NA,0.5,5.8,68.8,3.9904,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111108,25% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,37.4,NA,NA,NA,CeO2,25,ZrO2,37.6,60.9,9.20,533,30,3,NA,0.5,7.7,66,5.082,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111108,25% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,37.4,NA,NA,NA,CeO2,25,ZrO2,37.6,60.9,9.20,553,30,3,NA,0.5,9.8,32.6,3.1948,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111108,25% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,37.4,NA,NA,NA,CeO2,25,ZrO2,37.6,60.9,9.20,573,30,3,NA,0.5,14.6,9.1,1.3286,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111109,35% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,49.1,NA,NA,NA,CeO2,20.3,ZrO2,30.6,117.6,6.10,473,30,3,NA,0.5,5.4,98.1,5.2974,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111109,35% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,49.1,NA,NA,NA,CeO2,20.3,ZrO2,30.6,117.6,6.10,493,30,3,NA,0.5,7,96.4,6.748,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111109,35% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,49.1,NA,NA,NA,CeO2,20.3,ZrO2,30.6,117.6,6.10,513,30,3,NA,0.5,9.2,94.2,8.6664,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111109,35% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,49.1,NA,NA,NA,CeO2,20.3,ZrO2,30.6,117.6,6.10,533,30,3,NA,0.5,9.9,85.6,8.4744,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111109,35% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,49.1,NA,NA,NA,CeO2,20.3,ZrO2,30.6,117.6,6.10,553,30,3,NA,0.5,13.2,72.1,9.5172,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111109,35% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,49.1,NA,NA,NA,CeO2,20.3,ZrO2,30.6,117.6,6.10,573,30,3,NA,0.5,15.6,40.6,6.3336,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111110,40% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,54.5,NA,NA,NA,CeO2,18.2,ZrO2,27.3,53.9,11.90,473,30,3,NA,0.5,3.4,73.8,2.5092,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111110,40% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,54.5,NA,NA,NA,CeO2,18.2,ZrO2,27.3,53.9,11.90,493,30,3,NA,0.5,4.1,71.5,2.9315,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111110,40% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,54.5,NA,NA,NA,CeO2,18.2,ZrO2,27.3,53.9,11.90,513,30,3,NA,0.5,5.8,65.2,3.7816,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111110,40% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,54.5,NA,NA,NA,CeO2,18.2,ZrO2,27.3,53.9,11.90,533,30,3,NA,0.5,8.2,51.9,4.2558,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111110,40% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,54.5,NA,NA,NA,CeO2,18.2,ZrO2,27.3,53.9,11.90,553,30,3,NA,0.5,9.7,20.7,2.0079,NA
Wang et al. (2020),https://doi.org/10.1016/j.mcat.2020.111110,40% CuO/Ce0.4Zr0.6O2,Yes,CuO,Cu,54.5,NA,NA,NA,CeO2,18.2,ZrO2,27.3,53.9,11.90,573,30,3,NA,0.5,13.3,3,0.399,NA
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZAcp.,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,513,30,3,0.87,5.5,52.7,69.4,36.57,0.1063
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA400,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,513,30,3,0.87,5.5,50,64.2,32.10,0.0933
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA400,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,493,30,3,0.87,5.5,33.9,67.2,22.78,0.0662
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA400,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,503,30,3,0.87,5.5,42.1,65.1,27.41,0.0797
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA400,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,523,30,3,0.87,5.5,54,63.3,34.18,0.0994
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA400,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,533,30,3,0.87,5.5,58.4,62.1,36.27,0.1054
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA400,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,513,20,3,0.87,5.5,39.9,53.9,21.51,0.0625
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA400,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,513,40,3,0.87,5.5,59.6,73.4,43.75,0.1272
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA-300,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,513,30,3,0.87,5.5,40.1,58.1,23.30,0.0677
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA-300,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,493,30,3,0.87,5.5,24,61.9,14.86,0.0432
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA-300,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,503,30,3,0.87,5.5,32.7,59.9,19.59,0.0569
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA-300,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,523,30,3,0.87,5.5,46.1,57.5,26.51,0.0771
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA-300,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,533,30,3,0.87,5.5,53,57,30.21,0.0878
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA-300,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,513,20,3,0.87,5.5,30.3,51.7,15.67,0.0455
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA-300,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,513,40,3,0.87,5.5,51.4,71.7,36.85,0.1071
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA200,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,513,30,3,0.87,5.5,49.3,50.7,25.00,0.0727
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA200,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,493,30,3,0.87,5.5,18.6,54.8,10.19,0.0296
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA200,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,503,30,3,0.87,5.5,25.2,51.8,13.05,0.0379
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA200,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,523,30,3,0.87,5.5,34.9,48.6,16.96,0.0493
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA200,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,533,30,3,0.87,5.5,39.7,47.7,18.94,0.0551
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA200,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,513,20,3,0.87,5.5,24.4,45,10.98,0.0319
Wu et al. (2017),https://doi.org/10.1021/acs.iecr.7b01464,CZA200,Yes,CuO,Cu,63.4,ZnO,ZnO,28.1,Al2O3,8.5,NA,NA,NA,NA,513,40,3,0.87,5.5,41.3,62.8,25.94,0.0754
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,5% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,ZnO,NA,NA,NA,25.8,5.16,593,50,4,23.04,0.1,8.2,80,6.56,0.4026
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,5% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,ZnO,NA,NA,NA,25.8,5.16,573,50,4,23.04,0.1,6,82,4.92,0.3020
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,5% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,ZnO,NA,NA,NA,25.8,5.16,613,50,4,23.04,0.1,9,48,4.32,0.2652
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,5% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,ZnO,NA,NA,NA,25.8,5.16,633,50,4,23.04,0.1,9.8,36,3.53,0.2165
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,13% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,ZnO,NA,NA,NA,20.32,6.58,593,50,4,23.04,0.1,3.8,92,3.496,0.2146
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,5% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,ZnO,NA,NA,NA,25.8,5.16,553,50,4,23.04,0.1,4,86,3.44,0.2111
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,0% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,NA,NA,NA,NA,30.64,4.79,593,50,4,23.04,0.1,4.4,76,3.34,0.2053
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,13% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,ZnO,NA,NA,NA,20.32,6.58,573,50,4,23.04,0.1,3,96,2.88,0.1768
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,0% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,NA,NA,NA,NA,30.64,4.79,613,50,4,23.04,0.1,5,50,2.50,0.1534
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,13% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,ZnO,NA,NA,NA,20.32,6.58,613,50,4,23.04,0.1,4.4,50,2.2,0.1350
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,13% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,ZnO,NA,NA,NA,20.32,6.58,553,50,4,23.04,0.1,2,98,1.96,0.1203
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,0% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,NA,NA,NA,NA,30.64,4.79,573,50,4,23.04,0.1,2.2,86,1.89,0.1161
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,13% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,ZnO,NA,NA,NA,20.32,6.58,633,50,4,23.04,0.1,6,28,1.68,0.1031
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,0% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,NA,NA,NA,NA,30.64,4.79,633,50,4,23.04,0.1,7,20,1.40,0.0859
X. Ma et al. 2023,https://doi.org/10.1016/j.fuel.2023.128376 ,0% Zn-CdZrOx,No,CdO,CdO,NA,ZrO2,ZrO2,NA,NA,NA,NA,NA,30.64,4.79,553,50,4,23.04,0.1,1,90,0.90,0.0552
Xiao et al. (2017),https://doi.org/10.1016/j.cattod.2016.02.004,RHT-6,Yes,CuO,Cu,65,ZnO,ZnO,24,Al2O3,10,ZrO2,1,28,NA,463,50,3.00,3.00,NA,2.6,49.5,1.29,0.0129
Xiao et al. (2017),https://doi.org/10.1016/j.cattod.2016.02.004,RHT-7,Yes,CuO,Cu,58,ZnO,ZnO,26,Al2O3,14,ZrO2,2,112,NA,463,50,3.00,3.00,NA,6.9,81.1,5.60,0.0559
Xiao et al. (2017),https://doi.org/10.1016/j.cattod.2016.02.004,RHT-11,Yes,CuO,Cu,58,ZnO,ZnO,25,Al2O3,14,ZrO2,2,46,NA,463,50,3.00,3.00,NA,7.3,81.3,5.93,0.0593
Xiao et al. (2017),https://doi.org/10.1016/j.cattod.2016.02.004,RHT-8,Yes,CuO,Cu,57,ZnO,ZnO,26,Al2O3,15,ZrO2,3,79,NA,463,50,3.00,3.00,NA,8.5,80.6,6.85,0.0684
Xiao et al. (2017),https://doi.org/10.1016/j.cattod.2016.02.004,RHT-10,Yes,CuO,Cu,56,ZnO,ZnO,27,Al2O3,15,ZrO2,2,59,NA,463,50,3.00,3.00,NA,9,81.6,7.34,0.0734
Xiao et al. (2017),https://doi.org/10.1016/j.cattod.2016.02.004,RHT-9,Yes,CuO,Cu,58,ZnO,ZnO,25,Al2O3,15,ZrO2,2,68,NA,463,50,3.00,3.00,NA,10.7,81.8,8.75,0.0874
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-II,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,623,30,3,33.00,0.1,12.4,68,8.43,0.9266
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-II,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,593,30,3,33.00,0.1,8.4,85,7.14,0.7846
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-I,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,593,30,3,33.00,0.1,8,84,6.72,0.7385
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-I,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,623,30,3,33.00,0.1,10.4,62,6.45,0.7086
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,C,NA,NA,NA,NA,NA,593,30,3,33.00,0.1,8.2,78,6.40,0.7029
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,C,NA,NA,NA,NA,NA,623,30,3,33.00,0.1,10.4,58,6.03,0.6629
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-II,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,563,30,3,33.00,0.1,6.4,94,6.02,0.6611
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-I,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,563,30,3,33.00,0.1,5.8,92,5.34,0.5864
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-III,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,623,30,3,33.00,0.1,8.4,62,5.21,0.5723
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,C,NA,NA,NA,NA,NA,563,30,3,33.00,0.1,5.6,92,5.15,0.5662
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-III,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,593,30,3,33.00,0.1,6.2,82,5.08,0.5587
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-III,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,563,30,3,33.00,0.1,4.4,93,4.09,0.4497
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-II,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,533,30,3,33.00,0.1,3.2,96,3.07,0.3376
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-III,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,533,30,3,33.00,0.1,2.2,98,2.16,0.2369
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-I,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,533,30,3,33.00,0.1,2.2,95,2.09,0.2297
